,author,content
1355,肥***,"刚才刷到了一条微博，讲一个女留学生的外国男友是名校的博士后，男友说每天都要搞科研所以很忙。后来她才发现原来男友是时间管理大师，同时谈了9个留学生女友。

最后总结的居然是女孩应该反思，爱慕对方才华的同时也要问问自己有什么能吸引到对方的。刚出国门的女生，别太自信！评论区大部分也都是在嘲中国女留学生真easy，上赶着被老外睡。活该。

？？？excuse me？能不能就事论事啊？男的渴笔道德败坏到处欺骗感情还怪到女的头上了？为什么时刻都让女生反思？？骂女生不配，怪女生太自信？真是呕了。收起全文d"
1356,肥***,我最满意的网购产品就是它们两个，提升了我家里蹲的幸福感。P1P2是可以调节角度高度的小桌子，在床上桌子上都可以用。我喜欢给它放在桌子上，这样就可以平视电脑了，让我的脖子非常舒适。P3P4是手机支架，在床边帮我举着手机和ipad。解放双手，让我可以快乐躺尸。 ​​​​
1357,肥***,"36岁的日本男子在看房时对69岁的房地产公司女员工实施性暴力。因为看AV里只要拿刀威胁女方就会就会乖乖同意发生关系，所以他推倒对方用刀割伤了对方的胸部强jian未遂。

男子的律师说他因为幼年时期被父母虐待，所以对母亲年纪的女性有病态的需求。这已经是他第三次装作去看房对六十几岁的女性下手了……最后被判了8年。

日本AV到底引导了多少起恶性案件啊？之前还有看AV要培养杏奴分尸女邻居的案子。真的不该管管AV内容吗……

（而且这个新闻真的很迷，犯了三次qj未遂的男的被律师说成只是缺母爱。裁判长说qj未遂不算非常危险粗暴的罪行。好无语……）

#日本变态新闻#收起全文d"
1358,肥***,匿名投稿📪“我学历不高现在工资特别低，也没有存款。想问问姐妹们怎样才能出国赚到钱再重新上学？韩国和日本哪个国家能挣多一点？” ​​​​
1359,肥***,匿名投稿📪『高中确诊抑郁症，妈妈奶奶说我活该。独立之后家里的事我抢着付账，可家人说我不孝顺，因为我给自己花钱。因为不想谈恋爱家里人就否定我的价值，说我的长相和年纪，说“你再不找对象就没人要了”“你一天到晚打扮的花枝招展去勾搭谁啊？”。我想问大家我被家人pua了吗？』 ​​​​
1360,肥***,"读了《女孩们的地下战争：揭秘人际交往中的隐性攻击》，一本探讨女性霸凌的书。

“女孩中存在着一种隐性的攻击文化，其中盛行着瘟疫般的霸凌行为，独特且具有毁灭性。与男孩之间的攻击行为不同的是，女孩之间的攻击并不体现在直接的肢体或口头语言之中。我们的文化不允许女孩置身于公开冲突之中，她们因此被迫采取非肢体接触、间接、隐蔽的形式进行攻击。女孩通过背后说闲话、小团体结盟、排挤、谣言、辱骂以及操控来引发受害者的心理痛苦。”

而这种隐性攻击的背后，是社会、父母、教育系统长久以来对于女性“做个好女孩”的规训，把“友善”放在美德的首位，要微笑讨好要有良好的人际关系，不可以愤怒/发生冲突，要谦逊忍让，不要野心勃勃妄图竞争。社会只允许并鼓励女孩通过间接/隐性攻击来释放人性中该有的攻击性和负面情绪。

在作者对于霸凌的采访中发现，被霸凌的往往是“自以为了不起”的女孩。她们打破了关于女性特质的规定，并非是谦逊克制、自我牺牲、友善抱团的，而是充满主见坚定自信的女孩。女孩们嫉妒这种自由而自洽的女性，但嫉妒这种情绪也违背了社会对于“好女孩”的期望和要求，于是给她们扣上“自以为了不起”的帽子，通过隐性攻击来释放自己的负面情绪。这种女孩群体间的彼此和自我打压，让成功最重要的特质——坚定自信、热爱竞争，被污名化。同时，变成她人眼中“自以为了不起”的女孩也变成了女孩们心中最深的恐惧，为了避免被攻击女孩被迫学会了藏起自己的锋芒。

而社会、文化、影视媒体也在用刻板印象打压污名化自信而强大的专业女性，认为她们“个人生活注定失败”。

很有趣，推荐有女儿的家长和曾经受过孤立/霸凌的女孩看看这本书。女孩们，拿回被剥夺的表达愤怒的权利。不要再追求“友善”，不要害怕因为做自己而树敌，我们不需要跟所有人做“朋友”。

#肥美哒书单#收起全文d"
1361,肥***,"当博主真的每天都会遇到别样的杠精，今天因为发了日本掩盖排泄声的音姬的视频，就吸引来了一个人说，一口咬定“虽然我不是男的但是男厕也普及了音姬，音姬不是为了女性发明的！”

还拉来自己的友人上来说，“笑死了，博主居然敢跟在日七年的大佬比日本见闻。”

然而，音姬的主页里明确表明了音姬是“女厕的必需品，为了满足日本女性敏感的女人心”。维基百科里也明确写着“音姬主要设置于女厕所内，这种装置发明的背景是日本女性被人听到排泄声会感到羞耻，为了掩盖排泄声多次冲水，所以为了节约水资源发明了音姬。”

在日推上男性提及性别歧视的时经常会说，“女人根本不知道几乎所有的男厕所都没有音姬这件男女不平等的事实。”而日本女性都会去嘲，“那是因为你们男人很幸运，不需要对排泄音感到羞耻。”

杠精真的是为了杠啥都能说。第一次知道原来在日七年就代表自己对日本男女厕的事情比维基百科和厂商都权威，专注于蹲男厕所吗？我真的服了收起全文d"
1362,肥***,"家人们有没有什么提神醒脑的好方法呢？

我因为玉玉症需要服药的原因，每天都处在很呆滞的状态。以前为了提神我每天喝红牛或者Monster Energy，后来每天喝黑咖啡。但是我咖啡因不耐受心跳得太厉害了，失眠也更严重。有没有什么不影响睡眠的提神醒脑的方法呢？

真的很不喜欢自己大脑呆滞浑浑噩噩的状态。收起全文d"
1363,肥***,"离谱的日本文化：女性不可以发出排尿声？？

在日本人的观念中女性排泄时发出声音是件很失礼的事情，早在江户时期身份高贵的女性去厕所时，就会有专人负责帮忙掩盖排泄声。到了现代，日本女性为了有礼貌的排泄，不停的冲水来掩盖，造成了水资源的浪费。所以为了节约用水，日本的toto株式会社才在1988年发明了音姬。

#离谱的日本文化#

L肥美哒Mia的微博视频收起全文d"
1364,肥***,早上醒来收到了朋友从国内寄给我的一大箱零食和她为我缝的防小人鞋垫。上次跟姐姐一起玩她准备的小零食我都没吃过，跟朋友聊到这个她就寄了一大箱给我。现在躺在零食堆里感觉自己是最快乐的女宝。好像自己的小委屈和小遗憾都被看到，也都被抚慰了。我好幸福呜呜呜 ​​​​
1365,肥***,"日本已经要有专门培养网红的高中了，明年4月open的涉谷某女子高中，教学内容就是教学生剪辑油管/tiktok视频，拍Instagram，教英语，要培养国际网红。

完全不看成绩，只按社交媒体上的知名度和粉丝数对学生有优待，学费减免80%、50%、20%。

学费第一年1,290,000 円，二三年1,140,000 円。除此之外要额外加上另一所通信制高中的学费，线上辅导文化课，不然拿不到高中毕业证。

好神奇收起全文d"
1366,肥***,匿名投稿📪“马上30岁了，没关系没人脉的我该回国还是该留在日本？” ​​​​
1367,肥***,"执导过《被嫌弃的松子的一生》《告白》等知名作品的日本著名导演中岛哲也被指控职场骚扰。

早在06年《被嫌弃的松子的一生》上映时，中谷美纪就在采访中表示，“我是个平庸的女演员，我很难反映出导演的要求。每天都被导演说‘我要杀了你’，‘我要换演员’，‘演这么多次怎么还一样！’’你别当女演员了！’”（p1）

中谷美纪回忆当时每天都在导演的谩骂声中进行拍摄。还被骂“你的感受无所谓。”“你的脸让人恶心。”导致她情绪崩溃中途放弃拍摄，眼泪止不住。小松菜奈在《渴望》的拍摄现场也被导演骂哭。（p2）

这次被爆的是在电影《渴望》里饰演小田切让角色妻子的女演员A某，在拍摄前经纪公司与剧组以性侵戏时不露点为条件签署了出演合约。实际拍摄时突然被要求把乳贴摘掉，A某拒绝。摄影中断，制片人铃木裕威胁：“停止拍摄一天会损失300w日元，你打算怎么承担这个责任？！”

中岛哲也导演承诺等后期的时候会剪掉的。

迫于压力A某同意了要求，然而电影放映时仍旧公开了她的露点镜头。A某与她的经纪公司强烈抗议，铃木裕表示，“我没有错，电影已经完成了，事到如今什么也做不了。”

中岛哲也说：“你一个女演员不要干涉导演的安排。”

一连串的打击让A某被诊断为抑郁症，多次自sha未遂后退出演艺圈。

A某在文章中说，在裸体这种关系着个人尊严的重要事情上，经纪公司和制作公司敢擅自决定，是因为日本娱乐圈里，演员是很弱势而被动的，因为害怕影响今后的工作无论发生什么也只能忍气吞声，一直处在被肆意榨取的位置。这种恶劣的职场环境中，职权骚扰，性骚扰行为非常严重。

就像这件事，没能保护演员的经纪公司，影片的制作公司和制片人导演，都不认为自己是加害者。因为对于他们来说强迫女演员是行业很常见的事。

在拍摄现场这样密闭的空间里，对弱势的一方进行威逼和强迫，这种情况明显是权力骚扰。可没人认为这件事有什么不妥。A某当时在现场被逼迫时惊慌到过呼吸，害怕到一直哭，可周围几十个工作人员没有一个人伸出援手。她说无法形容当时的恐惧和绝望感。

而发生之后她一直在责怪自己，因为没能保护好自己，而无法原谅自己，充满了羞耻，自我厌恶和罪恶感。现在旧事重提，她知道有人会看热闹去重新欣赏她露点的镜头，会有人把截图传到网上，家人也会被羞辱，她的丈夫也劝她不要再提这件事了。但是她还是想站出来，想呼吁修改法律，改善这个行业的体制。

“不要间接的纵容性犯罪……把性加害当成小事看待，对受害者进行二次伤害的野蛮时代应该结束了吧？”

女演员好惨收起全文d"
1368,肥***,"看了部很有趣的纪录片《虚名》，内容是一项社会实验，将三位普通人通过买粉&租摄影棚拍摄虚假的奢侈生活来培养成ins上的网红。

多米是位苦苦等待机会的新人女演员，她很努力的练习台词和演技，可每次试镜都会被问你有多少粉丝？讽刺的是，当她通过节目组的包装成了小网红之后，她才开始获得更多的试镜和演戏的机会。

威利为了融入大城市的同志社交圈，陷入了严重的外貌焦虑。他以为成名能改善自己的不自信，但却因为社交媒体上的恶意言论而变得更加焦虑，社交媒体让他更在意他人对自己的看法与评价，而虚假的评论和粉丝反而让他的自我评价更加糟糕。直到他退出了实验，换了新工作，在真实的职场中受到了欣赏，他的焦虑才有所缓解。

克里斯想通过出名宣传自己设计的品牌，他一开始就对自己很有自信。他拒绝走捷径，拒绝节目组为他安排的私人飞机/豪华度假的虚假网红人设，也删掉了假粉的评论。他退出了实验，说只想做真实的自己，他无法假装。

纪录片不单提及了社交媒体传递的恶意与焦虑，也提到了它打破了传统媒体对话语权的垄断，让更多弱势群体有了发声的机会，促成了me too等有意义的社会运动。社交媒体已经变得越来越重要，许多政客、好莱坞一线巨星、顶级网红，都在通过买粉制造自己的影响力。这种粉丝数逐渐变成了社会标准，影响着人们的求职与人际关系。

“如果你不参与，就会被排挤在众人皆有的机会之外。”

我们该如何健康的跟社交媒体和谐共处，这可能是当今社会最值得思考的问题之一了。收起全文d"
1369,肥***,"姐妹们知道经前焦虑症吗？

我一直都有经前综合症(PMS)，确诊玉玉症之后就恶化成了经前焦虑症(PMDD)。

对我来说每个月大姨妈来之前的一到两周真的很难熬，玉玉发作几率增加，焦虑发作，注意力无法集中，烦躁厌世，躯体化症状（偏头痛+腰痛+关节/肌肉痛）……

这几天我意识到自己犯病了，书也看不进去，整个人都很负面，所以吃了抗抑郁&安眠💊逼自己早早睡觉。今天醒来发现整个人都love & peace，一看果然是大姨妈来了。

希望同样PMS又确诊玉玉/焦虑症的姐妹们注意一下，因为经前焦虑症很少被人注意到，
它的严重性也被忽视了，PMDD还会引发自sha倾向。在PMDD被广泛认识到的日本，医生也说没有特效药，只能通过服用短效避孕药&抗抑郁药物来暂时缓解。

希望女性的健康问题能早日得到医疗领域上的重视。收起全文d"
1370,肥***,匿名投稿📪《日本PUA捞男大赏之——软饭硬吃的美容师男友》 ​​​​
1371,肥***,Katherine Ryan的脱口秀好精彩“时至今日，男人依然被教导要成才。女人依然被教导要找个好归宿。” ​​​​
1372,肥***,"本周日本萝莉控迷惑行为赏析：

广岛县某高中的男老师多次将体液射到摆在鞋架上的女高中生们的鞋里。

东京33岁男子跟路过的女高中生说：“有可疑的人在尾随你！让我们装成情侣赶走他！”然后将女高中生带进公园里猥亵。

东京某17岁高二男生，跟路过的7岁小学女童说，“你屁股上有虫子。”然后摸了女童的臀部。面对👮‍♀️他承认猥亵行为并坦言：“我就是喜欢小学女孩，所以就想摸一下。”

#日本变态新闻#收起全文d"
1373,肥***,在网上张口闭口黑木耳臭鲍🐟的男的真的好恶心。 （看了一个讲应该骗刚上大学的女孩因为那里粉嫩的微博，整个人都不好了……） ​​​​
1374,肥***,"《瞬息全宇宙》真的超好看，更喜欢它的另一个译名《妈的多重宇宙》。

女主人到中年，经营着一家快倒闭的洗衣店。一边焦头烂额的处理税务问题，一边拦着非要在姥爷面前出柜的女儿，一边还要面对默默地准备好了离婚协议的丈夫……可突然间她被委以重任卷入了多重宇宙……

和《青春变形记》一样都探讨了东亚家庭中的母女关系。但是它站在了母亲的视角，让人看到了一直怨着妈妈不理解自己的女儿也同样忽视着自己的母亲——只在需要时才来找妈妈，平时连电话都不愿意打。母亲也并非完人，她因为现实早已放弃了自己的梦想，有着一地鸡毛的工作与婚姻，她没有精力去做一个面面俱到的母亲。她也有着不够完美的原生家庭，她没有体会过无条件的认可与爱，也不懂得该如何向女儿去表达自己的爱。千言万语到嘴边也只能笨拙而僵硬的化作一句，“你变胖了。”

影片开始有一个镜头，她忙碌之余充满憧憬的望着电视里的演员们，丈夫提到她也有过演员梦。而当她看到平行世界的自己，拒绝了跟丈夫私奔，实现了梦想成为了万众瞩目的女明星。她发现原来没有结婚的自己，人生居然那么美好。教她如何穿梭于多重宇宙的人也告诉她，“我见过上几千个伊芙琳，你是活得最差劲的你。”

而尽管她看到了平行世界里那么多精彩的人生，看到了没有结婚的自己拥有着多少幸福的可能，她依旧愿意留在最失败的人生中，她依旧想陪在女儿身边。收起全文d"
1375,肥***,🚬如果有平行世界，我be like：（《瞬息全宇宙》太好看了，大家一定要看！） ​​​​
1376,肥***,想躺平时的我本人be like： ​​​​
1377,肥***,刷朋友圈看到一个美女姐姐生了孩子之后肉眼可见的苍老了好多好多。看小图还以为抱着孩子的是美女姐姐的妈妈……天呐……生孩子这么伤身体的吗…… ​​​​
1378,肥***,匿名投稿📪“被强迫发生关系之后，对方污蔑我想仙人跳勒索他。我发朋友圈求助，自称律师和医生的人骗了我的钱，杏骚扰我。而周围女生让我不要说出去，说是我自己有问题。我现在想坚持维权，可我好痛苦，是不是我真的有问题……” ​​​​
1379,肥***,明天就截止啦！//@承美真宙:刚刚问了一个中国政法大学出身的律师他跟我说，在征求意见的环节当中表达意见是很可能能影响到最终的结果的，因为最终的定稿会参考民意，而且大概有60%的比例会参考民意。
1380,肥***,"『满足父母期待的孩子不会做自己想做的事情，而是做父母希望他做的事情。那些孩子也有自己的伤痛。他们不知道自己是谁，喜欢什么，想做什么。无论多不情愿，他也会强迫自己做好一件事。“你究竟想做什么？”“你究竟喜欢什么？”“做什么事情最开心？”这些简单的问题他们都回答不上来。他们很难挖掘到事关人生根基的东西。优等生就是这样。

这不仅会影响到升学，还会影响到就业、婚姻、子女养育……那应该是一种令人窒息的生活，但是这些人的感知能力已经退化了，甚至不会发现自己处在痛苦之中。不仅如此，他们还会说“这样更轻松”。』

——《从零开始的女性主义》

#肥美哒书单#收起全文d"
1381,肥***,匿名投稿📪“我是女生，爸爸总是在讲我胸部的发育问题。说没有男的会喜欢我这样的飞机场，说谁家女儿胸部发育的可好了，弟弟（小学生）的同学胸很大。我想问正常男的会这样看小学生和自己女儿的胸吗？” ​​​​
1382,肥***,"不知道为什么每次提到关于日本女性的话题，总有人来科普说日本女性地位低下是日本女权运动的反噬，因为日本女权运动就是呼吁女性同时谈几个男朋友+三个钱包，男的受不了了摆烂躺平才造成今天的局面。

但是事实上，日本女权运动本来就是为了妇女解放，争取女性合法权益。在她们的努力下促成了日本的男女雇用機会均等法（1985年）和以消除性别歧视为目的的男女共同参画社会基本法（1999年）。日本的女权代表人物都是在说婚姻是现代奴隶制，鼓励女性不再将自我局限于家庭主妇和依附男性的位置，而是在社会中寻找真正的自我价值，自立自强。怎么可能自相矛盾的怂恿女性谈几个男朋友+三个钱包？

日本女权运动面临的困难，不是“不愿当钱包”的男性的反噬，而是经济不景气造成的就业机会减少，女性在劳动市场上越发边缘化，和在日本性产业发达的背景下，自愿/被迫沦为性工作者的女性人数又在增加。而在这样不景气的大环境下，日本又有着“配偶控除”等通过婚姻关系让家庭主妇看似得到优遇的社会保障的制度，造成年轻女性希望成为家庭主妇的愿望空前高涨。每个年代的日本女权运动代表人物，都遭到过日本家庭主妇的强烈反对和攻击。

但凡会点日语能查点书籍文献也说不出“日本女权就是三个钱包”这么诙谐幽默的话，真的太让人无语了。收起全文d"
1383,肥***,⚠️慎入⚠️《真实灵异故事：红衣女人》睡前故事来了#肥美哒灵异系列# L肥美哒Mia的微博视频 ​​​​
1384,肥***,匿名投稿📪“遭遇菜鸟驿站老板的性骚扰，我从未做出让人能误会的言行举止，甚至我都没摘下过口罩，到底为什么会招致这样的对待？可最让我难过的是我没有撕破脸的勇气，我好讨厌这样懦弱无用的自己……” ​​​​
1385,肥***,"大家应该听说过“屁負比丘尼”，日本古代贵族小姐如果放屁了，就会有一个女仆负责站出来说，“是我放的！”。

因为昨天日网那个被丈夫教训不该有排尿声的帖子，我搜了才知道自古以来在日本人的观念中女性排泄时发出声音都是件很失礼的事情，早在江户时期身份高贵的女性去厕所时，就会有专人负责用“音消し壺（p3）”掩盖排泄的声音了。

到了现代，日本女性为了有礼貌的排泄，不停的冲水来掩盖，造成了水资源的浪费。所以为了节约用水，日本的toto株式会社才在1988年发明了消音设备——音姬。

以前我看过一些夸日本文化的账号说过，音姬是日本人发明出来掩盖拉肚子的声音避免尴尬的，“日本多文明多贴心”。

直到认真查了之后才发现是女性特供，生而为女，真是抱歉。
#离谱的日本文化#收起全文d"
1386,肥***,"前几天朋友养的狗狗被她爸爸偷偷送给亲戚了。

她说她从小就这样，自己的东西会莫名其妙的被家长处理掉。在父母眼中，她的所有物可以被他们自由支配，连跟她商量的必要都没有。

代入了一下真的好气，明明已经成年了，可只要还住在父母家里好像自己就不是一个拥有自主权的人。真希望所有父母都能学会给予自己的孩子最基本的尊重。

（刚才听说她的狗狗要回来了，真为她和狗勾开心）收起全文d"
1387,肥***,这辈子你有没有为了艺术，拼过命？《关于朋友看片撸出血的这件事》一个励志做里番大师苦苦钻研人体艺术的少年，和为了支持朋友梦想而搜罗无码影片的少女，谱写出的感人励志故事……#肥美哒电台# L肥美哒Mia的微博视频 ​​​​
1388,肥***,我这个人，是有那么一点敏感在身上的。 ​​​​
1389,肥***,"在连续失眠两天之后，久违的睡眠终于自己找上了我。这次没有依靠药物，还没有做噩梦

梦里是跟小伙伴在海边快乐旅行，在路边的小店里为彼此挑选漂亮的小裙子。

醒来之后确认了下冰箱里的零食饮料，都是满满的，现在在美滋滋的煮螺蛳粉吃。

虽然都是很小很小的事，但是在这个上午，我觉得好满足啊，感觉自己是最快乐的女孩。

希望大家也能拥有美好的一天收起全文d"
1390,肥***,《结婚之后每次上厕所都被丈夫教训我有排尿声……》不得不说日本男人这个pua的角度我是万万没能想到的…… ​​​​
1391,肥***,⚠️慎入⚠️第一次剪灵异主题连麦的内容，这个故事真的吓到我了喜欢鬼故事的小伙伴可以放心食用#肥美哒电台# L肥美哒Mia的微博视频 ​​​​
1392,肥***,每当朋友说：“他那么好/我没有自信/我是不是配不上他……”我be like： ​​​​
1393,肥***,匿名投稿📪“最近一个中年男人连续几天都在我家附近徘徊，还在瞄我们。家里只有妈妈和我们姐弟。我每天都睡不好，我该怎么办。” ​​​​
1394,肥***,救命，昨晚来讲学姐故事的小姐姐人生第一次被鬼压床了 ¡查看图片
1395,肥***,"跟朋友来泡温泉，可能因为是周末，人很多。

在室内泡的时候旁边有一个妈妈，女儿问了妈妈很多天真烂漫的小问题。能看出小女孩已经很小声了，但妈妈还是一直在说，“嘘，安静一点，不要给别人添麻烦。”

泡露天温泉的时候，一个个子已经不小的小男孩在满场飞，还往妈妈身上不停泼水，特别吵。男孩的妈妈就跟看不见一样。

仿佛看到了自己的童年。

终于明白小时候在姥姥家总是觉得不开心的原因。可能就是因为表哥只需要考虑自己，自由又任性。大人们也总是能找到理由夸奖他。

而身为女孩的我总是需要比表哥更懂事，大人们也看不到。可只要哪天我做的有一点不够好就要被批评。收起全文d"
1396,肥***,《小蓝鸟约P历险记》“你，能接受SM吗？”#肥美哒电台# L肥美哒Mia的微博视频 ​​​​
1397,肥***,"有多少人的身体里，都住着一个幼小而缺爱的小孩？

推荐《你经历了什么》，一本帮助大家了解自己的心理创伤，疗愈自己，让自己活在当下，重新获得控制权的书。

“如果我们总是抱着过去的痛苦不放，我们就无法前行。”

“我们越是否定自我，就越是无法与过去和解，而对抗过去将消耗我们巨大的能量。如果我们不允许自己为从前的经历悲伤，我们就注定要不断重温这些创伤。”

“一个人无法给予自己没有得到的东西。如果没有人跟你说话，你就不会说话；如果你从未被爱过，你就无法爱别人。”

“各种形式的上瘾、焦虑、抑郁、愤怒，无法保住工作或者处理不好人际关系，我相信几乎所有消极行为中所蕴含的那种绝望情绪，都来自根深蒂固的无价值感。认为自己应该得到幸福和知道自己值得拥有幸福是不一样的。所以，我们常常会把幸福挡在门外，因为在内心深处，我们认为自己不值得拥有。”

#肥美哒书单#收起全文d"
1398,肥***,"⚠️慎入⚠️

今天连麦的时候第一个连的小姐姐讲了自己学校的事情，他们学校很邪门两年里有6个学生跳楼自sha。

然后清明节那天她跟朋友去附近的城市玩，到学校门口时已经深夜00:30了。她往宿舍走的时候，看到了一个人站在路灯下面。等她走近了发现那个“人”没有影子，是团人形的黑雾。明显跟周围能看到的东西像素都不一样，大约一米六几的身高。

她和朋友都看到了，两个人爬回寝室。之后听同学说那附近刚自sha了一个学姐。

其实故事本身不是很可怕，但是她讲到学姐怎么自sha的时候开始。整个直播间的人都听不到她说的话，都在刷卡了吗？怎么没声音？

但是很奇怪，因为我和小姐姐彼此的网络都没问题，也都能听到对方说的话。只有大家听不到她提学姐的部分，好像自动把她的声音过滤了。我就说了一句“还是不要说了吧，是不是学姐来了。”

然后就看到弹幕里好多人在说，只能听到直播间一直在重复那句“学姐来了”。

整个恐怖氛围顿时拉满，等小姐姐下麦之后一切又恢复正常了……

只能说可能有的阿飘并不喜欢被别人提起自己的事情吧……

（今晚的连麦只有学姐的这段没有录播
学姐无意冒犯，一路走好🙏）

（我不知道为什么大家都听不到只有我能听到小姐姐说话，可我现在再回想她讲的学姐怎么自sha的内容我真的完全没印象了，就是头皮发麻）

#肥美哒灵异系列#收起全文d"
1399,肥***,今晚的连麦好精彩，明天准备剪一下，大家想先听沙雕的还是灵异的啊？在🧣投过灵异稿的小姐姐今晚来讲了几个经历，吓得我直接尖叫，但又觉得好爽是怎么回事……好满足，喜欢听故事的我感恩大家喂瓜 ​​​​
1400,肥***,"微博在转菜花🥦，日推在转梅毒……

新闻报道日本疫情期间很多女性开始“爸爸活”，导致感染梅毒的20代女性急速增长。20～24岁的女性患者五年内增长了14倍，今年又刷新了21年创下的历史最高记录，增长了1.5倍。

看了下数据一直以来都是日本男性患梅毒人数明显高于女性，还有很多🐞到把梅毒传染给妻子，让自己的孩子一生下来就成了梅毒携带患者的例子。明明是日本男的太爱🐞四处传播梅毒，为什么新闻只逮着20代的女孩说呢。

#日本变态新闻#收起全文d"
1401,肥***,"雨季+换季+生理期前的三重buff，让这次的玉玉发作来势汹汹无从振作。

每天睁开眼be like：

身心疲惫只能躺尸，没体力/脑力去做该做的事情
⬇️
对一切都没有兴趣&什么都做不了的自己好失败
⬇️
坐立难安，焦虑，自我厌恶
⬇️
试图放松休闲，但是脑袋里都是本该去做的事情，焦虑到手机都刷不下去
⬇️
我果然是个垃圾
⬇️
思考我那失败的人生
⬇️
我活着有什么意义？
⬇️
生命的本质就是虚无
⬇️
累了，毁灭吧地球收起全文d"
1402,肥***,匿名投稿📪“学生上课开黄腔，我忍不住说了他，他就不上课了，班主任和爸妈也不管。本来我一腔热血还想去更偏远的地方支教，可现在好后悔考特岗，工资很低还有违约金，还感觉自己没有能力去影响一个学生变好，没有工作的成就感。该如何说服自己有个好的心态？” ​​​​
1403,肥***,我的情感世界be like： ​​​​
1404,肥***,"感觉人真的是一个矛盾体。

比如我，好像在大脑中养着无数个杠精和喷子，时刻都在进行自我攻击与自我否定。也时不时的陷入自我厌恶中难以自拔，觉得自己是个一无是处的垃圾。

但是如果有人来试图贬低我，否定我的价值，就会让我瞬间变得非常理性，分析ta行为背后的动机和目的，分析自己当下的情绪，迅速进行自我疏导。

人好像面对外界的伤害都有着或多或少的防御机制，却对加之于自己的伤害和自毁倾向习以为常。

无论是无节制的熬夜，酗酒，垃圾食品，拖延，深陷于一段不健康的关系……还是自我攻击与百般苛求，有时候人真的该学会对自己温柔一点。

如果把自己视为最好的朋友，是否还舍得继续用最残忍的话语和行为来伤害自己呢？收起全文d"
1405,肥***,"弗兰·勒博维茨关于钱的观点让我好有共鸣啊……

我们女孩子好像从小就被教导不能爱钱，钱是万恶之源。女人和爱钱联系在一起，就会变成充满负面形象的“拜金女”。

人们默认爱钱的女人=拜金女=靠肉体从男人身上换取金钱，而不是通过自己的努力创造财富。“拜金女”，是在社会新闻中使女性遭遇的所有不幸都变得“咎由自取”/“活该”的形象。

可正如弗兰·勒博维茨和许多吸引力法则中所说的一样，“赚大钱的前提条件是喜欢钱。要非常爱钱，非常在乎钱才行。”“世上只有两种人，一种人认为钱够用就好，一种人是有钱人。”

金钱会让你感到激动，还是恐惧与不安？对创造财富的渴望，会让你感到跃跃欲试，还是难以启齿？

希望女孩子们能够从耻感的枷锁中解脱出来。收起全文d"
1406,肥***,最近又是熬两天才能睡着一次的节奏。因为长时间的睡眠不足，醒着的时候大脑很迟钝，胸闷气短，身体特别疲惫，什么都干不了。宛若呆滞的废人。稀烂的睡眠严重影响了我的生活质量，真的好羡慕不借助药物就能睡着的人。 ​​​​
1407,肥***,"一直不敢看韩影《我能说》，刚才看了果然哭得抽抽。

罗文姬女士演技炸裂。前半部分很轻松温情，最后三分之一开始催泪弹。原来想学英语的奶奶是为了能在听证会上亲口指证日军对慰安妇犯下的罪行。

“我自己就是证据。”

“在我们还活着的时候给我们道歉，就这么难吗？”

“日本人肯定巴不得我们这些幸存者早点死光。”

截止2021年8月，中国大陆在世的慰安妇制度受害者仅剩14位仍在人世。

可能她们这辈子，都等不来日本人的道歉了。收起全文d"
1408,肥***,"⚠️慎入⚠️

大家有童年的心理阴影吗？

我小时候认识一个漂亮大姐姐，我特别喜欢跟她玩。

有一天她跟我讲自己的双胞胎妹妹被鬼附身了，说她们姐妹和朋友一起去逛夜市。拐到了一个小巷子里，刚好那是医院的后门。她妹妹突然扭头就往医院里跑，跑得特别快。她们也赶紧进医院去找她，然后在一个走廊？还是哪里看到了妹妹，那时妹妹整个人都很僵硬，像不认识大家一样，声音变得像个中年男人。还特别有力气，她们几个人都摁不住她。

讲到这里大姐姐突然跟我说，你知道为什么鬼上身人会僵硬吗？因为鬼不是直接钻到你身体里，而是它贴着你的后背，在你身下用自己的四肢拖着你的四肢。所以被上身的人，脚跟是不沾地的哦！

这句话给弱小的我留下了深刻的印象，细思极恐，每次我感到身后有凉意的时候我都特别害怕有阿飘过来贴我。

大家童年有这种恐怖传说吗收起全文d"
